IDADE,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2,P3,P4A,P4B,P4C,P4D,P4E,P4F,P4G,P4H,P5_1,P5_2,P5_3,P6_1,P6_2,P6_3,P6_4,P6_5,P6_6,P6_7,P6_8,P6_9,P6_10,P6_11,P6_12,P6_13,P6_98,P7,P8_1,P8_2,P8_3,P_ORIENT,P_IDENT,RACA_COR,RELIGIAO,REND1,REND2,REGIAO,TIPO_COLETA,AMOSTRA,FATOR_POND
24.0,2.0,15.0,1.0,5.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,9.0,2.0,13.0,,,,,,,,,,,,,,2.0,6.0,5.0,2.0,1.0,1.0,1.0,4.0,5.0,4.0,3.0,4.0,2.0,0.5859297620160323
44.0,1.0,11.0,1.0,3.0,7.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,,,97.0,,,,,,,,,,,,,,3.0,99.0,,,1.0,2.0,1.0,4.0,4.0,3.0,7.0,4.0,2.0,1.1845960414214447
68.0,1.0,9.0,2.0,6.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,,97.0,,,,,,,,,,,,,,3.0,99.0,,,1.0,2.0,1.0,4.0,5.0,5.0,1.0,4.0,1.0,0.1526593226182358
25.0,2.0,14.0,1.0,3.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,97.0,,,12.0,,,,,,,,,,,,,,3.0,97.0,,,99.0,1.0,3.0,3.0,98.0,1.0,3.0,4.0,2.0,0.47794300916560195
32.0,2.0,16.0,1.0,3.0,7.0,2.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,6.0,3.0,1.0,3.0,10.0,,,,,,,,,,,,99.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,0.76500992090172
54.0,1.0,14.0,1.0,4.0,7.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,10.0,1.0,,,,,,,,,,,,,,3.0,1.0,5.0,4.0,1.0,2.0,3.0,3.0,4.0,4.0,7.0,4.0,2.0,1.1768023821044131
56.0,1.0,14.0,2.0,4.0,9.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,3.0,10.0,1.0,2.0,3.0,6.0,7.0,10.0,11.0,,,,,,,,3.0,5.0,3.0,1.0,1.0,2.0,3.0,3.0,6.0,5.0,8.0,4.0,2.0,0.5446255782573663
54.0,2.0,11.0,1.0,5.0,7.0,2.0,99.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,99.0,,,97.0,,,,,,,,,,,,,,99.0,97.0,,,1.0,1.0,3.0,3.0,6.0,5.0,3.0,4.0,2.0,0.7705435590890914
18.0,2.0,14.0,1.0,6.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,99.0,,,,,,,,,,,,,,99.0,99.0,,,99.0,99.0,2.0,3.0,99.0,99.0,4.0,4.0,2.0,1.2310979991235438
23.0,2.0,11.0,1.0,6.0,10.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,3.0,99.0,,,,,,,,,,,,,,3.0,1.0,2.0,3.0,99.0,1.0,2.0,3.0,6.0,6.0,6.0,4.0,1.0,0.9269923563506993
71.0,1.0,5.0,2.0,5.0,10.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,,,5.0,,,,,,,,,,,,,,3.0,97.0,,,1.0,2.0,2.0,3.0,99.0,99.0,4.0,4.0,2.0,0.5119696997370278
56.0,1.0,16.0,1.0,2.0,7.0,99.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,5.0,,,,,,,,,,,,,,3.0,97.0,,,99.0,99.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,0.1834426827219851
36.0,2.0,16.0,1.0,4.0,10.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,,,5.0,,,,,,,,,,,,,,2.0,6.0,5.0,2.0,3.0,1.0,1.0,3.0,98.0,99.0,6.0,4.0,2.0,0.9054750077779736
46.0,2.0,16.0,1.0,2.0,8.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,11.0,2.0,1.0,5.0,6.0,7.0,8.0,9.0,10.0,,,,,,,,3.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,0.24032897758045202
45.0,2.0,16.0,1.0,3.0,8.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,,,97.0,,,,,,,,,,,,,,3.0,97.0,,,1.0,1.0,1.0,3.0,4.0,4.0,7.0,4.0,2.0,1.5150900366002078
58.0,1.0,16.0,1.0,3.0,8.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,11.0,1.0,2.0,5.0,,,,,,,,,,,,3.0,1.0,5.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,2.0,4.0,2.0,0.39008722239582194
36.0,1.0,14.0,2.0,5.0,5.0,3.0,4.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,97.0,,,99.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,2.0,1.0,3.0,6.0,6.0,3.0,4.0,2.0,0.41572536469497706
36.0,1.0,15.0,1.0,3.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,3.0,10.0,11.0,,,,,,,,,,,,,3.0,3.0,5.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,8.0,4.0,2.0,0.8150472140067643
52.0,1.0,16.0,1.0,2.0,10.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,,12.0,,,,,,,,,,,,,,3.0,97.0,,,1.0,2.0,1.0,3.0,2.0,2.0,6.0,4.0,2.0,0.5039876518261959
57.0,2.0,4.0,1.0,3.0,3.0,2.0,3.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,6.0,,,97.0,,,,,,,,,,,,,,3.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,6.0,4.0,2.0,1.113806100431803
55.0,2.0,15.0,2.0,5.0,1.0,99.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,97.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,1.0,1.0,3.0,98.0,6.0,1.0,4.0,1.0,0.4989476875143385
44.0,1.0,13.0,2.0,6.0,1.0,3.0,99.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,99.0,,,99.0,,,,,,,,,,,,,,99.0,99.0,,,99.0,99.0,5.0,2.0,1.0,99.0,3.0,4.0,2.0,0.48252505997777945
35.0,2.0,13.0,1.0,4.0,9.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,2.0,3.0,,,,,,,,,,,,,,99.0,99.0,,,99.0,99.0,3.0,2.0,1.0,1.0,5.0,4.0,2.0,0.7918296015416377
31.0,2.0,14.0,1.0,2.0,7.0,2.0,2.0,4.0,2.0,4.0,4.0,99.0,99.0,2.0,2.0,5.0,6.0,9.0,97.0,,,,,,,,,,,,,,3.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,99.0,99.0,4.0,4.0,2.0,1.0557124862204257
24.0,2.0,14.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,,,12.0,,,,,,,,,,,,,,3.0,99.0,,,1.0,1.0,3.0,2.0,98.0,1.0,5.0,4.0,2.0,1.072996635316242
34.0,2.0,15.0,1.0,5.0,8.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,7.0,3.0,4.0,,,,,,,,,,,,,3.0,2.0,6.0,5.0,1.0,1.0,3.0,2.0,6.0,6.0,5.0,4.0,2.0,1.220300752954992
19.0,2.0,14.0,2.0,4.0,7.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,9.0,3.0,1.0,7.0,,,,,,,,,,,,,3.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,98.0,6.0,5.0,4.0,2.0,1.072996635316242
22.0,2.0,13.0,1.0,3.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,3.0,1.0,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,6.0,6.0,7.0,4.0,2.0,1.3862374514207132
32.0,2.0,14.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,99.0,,,97.0,,,,,,,,,,,,,,3.0,99.0,,,1.0,1.0,3.0,2.0,6.0,3.0,5.0,4.0,2.0,1.4339973911448984
22.0,2.0,11.0,2.0,5.0,6.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,3.0,5.0,5.0,,,,,,,,,,,,,,1.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,6.0,5.0,8.0,4.0,1.0,0.6229746473088508
47.0,1.0,9.0,1.0,6.0,10.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,,,5.0,,,,,,,,,,,,,,1.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,6.0,5.0,5.0,4.0,1.0,0.9141895948204376
71.0,2.0,3.0,2.0,5.0,8.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,97.0,,,,,,,,,,,,,,99.0,2.0,,,1.0,1.0,3.0,2.0,6.0,4.0,8.0,4.0,1.0,0.8487805759272606
45.0,2.0,11.0,1.0,6.0,2.0,99.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,1.0,7.0,2.0,,,,,,,,,,,,,,3.0,3.0,5.0,4.0,1.0,1.0,3.0,2.0,6.0,5.0,4.0,4.0,1.0,1.8786178725257265
35.0,1.0,11.0,1.0,3.0,3.0,99.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,5.0,,99.0,,,,,,,,,,,,,,99.0,99.0,,,99.0,99.0,2.0,2.0,1.0,1.0,5.0,4.0,2.0,1.4986804432741454
28.0,2.0,10.0,1.0,6.0,99.0,1.0,1.0,4.0,4.0,99.0,1.0,4.0,4.0,4.0,4.0,11.0,,,1.0,,,,,,,,,,,,,,1.0,3.0,,,99.0,1.0,2.0,2.0,6.0,6.0,7.0,4.0,1.0,1.6958671591950587
54.0,2.0,12.0,2.0,6.0,99.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,10.0,5.0,,,,,,,,,,,,,,1.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,98.0,6.0,3.0,4.0,2.0,0.7124457725441993
36.0,2.0,15.0,1.0,6.0,10.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,3.0,,2.0,5.0,,,,,,,,,,,,,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,4.0,5.0,4.0,2.0,1.0037130880990082
56.0,2.0,11.0,2.0,5.0,4.0,3.0,2.0,99.0,99.0,99.0,2.0,2.0,99.0,99.0,99.0,6.0,3.0,,5.0,10.0,,,,,,,,,,,,,3.0,99.0,,,1.0,1.0,2.0,2.0,98.0,2.0,3.0,4.0,2.0,0.9402989682020283
50.0,2.0,14.0,2.0,3.0,6.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,3.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,1.0,2.0,2.0,99.0,99.0,5.0,4.0,2.0,1.6813353717024757
20.0,2.0,10.0,1.0,6.0,10.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,7.0,13.0,,,,,,,,,,,,1.0,4.0,2.0,,1.0,1.0,2.0,2.0,6.0,5.0,8.0,4.0,1.0,0.6684209702912034
17.0,2.0,11.0,2.0,6.0,6.0,99.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,99.0,,,10.0,,,,,,,,,,,,,,99.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,5.0,2.0,4.0,1.0,0.4934173546365901
55.0,1.0,11.0,2.0,5.0,99.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,99.0,,,,,,,,,,,,,,3.0,99.0,,,1.0,2.0,2.0,2.0,99.0,99.0,4.0,4.0,1.0,0.5119696997370278
53.0,1.0,1.0,1.0,6.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,1.0,10.0,3.0,5.0,7.0,,,,,,,,,,,,3.0,5.0,2.0,,1.0,2.0,2.0,2.0,6.0,5.0,5.0,4.0,1.0,0.9141895948204376
42.0,1.0,14.0,1.0,3.0,10.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,99.0,2.0,1.0,1.0,11.0,2.0,1.0,4.0,12.0,,,,,,,,,,,,2.0,2.0,3.0,5.0,99.0,99.0,1.0,2.0,6.0,6.0,5.0,4.0,2.0,2.8862786512711884
27.0,2.0,11.0,2.0,5.0,10.0,3.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,5.0,3.0,9.0,9.0,,,,,,,,,,,,,,3.0,6.0,2.0,1.0,99.0,1.0,1.0,2.0,98.0,6.0,3.0,4.0,2.0,0.5090510425947337
23.0,1.0,11.0,1.0,5.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,97.0,,,97.0,,,,,,,,,,,,,,99.0,97.0,,,99.0,2.0,1.0,2.0,6.0,6.0,6.0,4.0,1.0,2.5229996099037653
23.0,1.0,15.0,1.0,4.0,6.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,9.0,3.0,,5.0,,,,,,,,,,,,,,3.0,5.0,,,1.0,2.0,1.0,2.0,5.0,4.0,3.0,4.0,2.0,1.2954651821676189
26.0,2.0,14.0,2.0,4.0,3.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,,,97.0,,,,,,,,,,,,,,3.0,4.0,2.0,,1.0,1.0,1.0,2.0,6.0,6.0,8.0,4.0,2.0,0.7043037983362149
44.0,2.0,14.0,1.0,5.0,5.0,99.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,6.0,,2.0,3.0,12.0,,,,,,,,,,,,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,3.0,4.0,2.0,0.6688113491021456
31.0,2.0,16.0,1.0,4.0,1.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,99.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,1.0,1.0,2.0,5.0,5.0,3.0,4.0,2.0,0.7975453840626782
61.0,2.0,4.0,2.0,5.0,3.0,2.0,2.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,6.0,3.0,1.0,5.0,12.0,,,,,,,,,,,,,3.0,99.0,,,1.0,1.0,1.0,2.0,5.0,5.0,5.0,4.0,2.0,3.171344735147493
21.0,2.0,15.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,9.0,10.0,3.0,1.0,3.0,4.0,5.0,13.0,,,,,,,,,,99.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,99.0,99.0,3.0,4.0,2.0,0.5859297620160323
24.0,2.0,13.0,1.0,3.0,5.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,10.0,3.0,1.0,3.0,5.0,7.0,8.0,,,,,,,,,,3.0,4.0,2.0,5.0,1.0,1.0,1.0,2.0,6.0,4.0,5.0,4.0,2.0,0.8019809198913932
21.0,2.0,15.0,2.0,3.0,5.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,6.0,3.0,9.0,1.0,2.0,3.0,,,,,,,,,,,,99.0,4.0,5.0,6.0,1.0,1.0,1.0,2.0,98.0,2.0,2.0,4.0,2.0,0.8483738867835751
23.0,2.0,13.0,1.0,5.0,10.0,2.0,1.0,2.0,99.0,2.0,2.0,2.0,99.0,2.0,99.0,10.0,2.0,8.0,1.0,5.0,96.0,,,,,,,,,,,,3.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,99.0,6.0,5.0,4.0,2.0,0.7327386446272511
18.0,2.0,14.0,2.0,3.0,8.0,2.0,99.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,99.0,,,97.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,1.0,1.0,2.0,98.0,4.0,3.0,4.0,2.0,0.38609151439545036
45.0,2.0,1.0,1.0,5.0,9.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,,,5.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,2.0,6.0,6.0,5.0,4.0,1.0,2.895011249298944
58.0,1.0,9.0,1.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,10.0,1.0,3.0,1.0,6.0,13.0,,,,,,,,,,,,3.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,6.0,5.0,5.0,4.0,1.0,0.8128713353560425
37.0,2.0,14.0,1.0,4.0,6.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,6.0,2.0,10.0,,,,,,,,,,,,,3.0,1.0,2.0,5.0,1.0,1.0,5.0,1.0,4.0,4.0,3.0,4.0,2.0,0.7631447340621759
48.0,1.0,16.0,1.0,2.0,5.0,3.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,6.0,8.0,1.0,2.0,5.0,,,,,,,,,,,,1.0,3.0,4.0,1.0,1.0,96.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,1.6357868926939643
33.0,2.0,16.0,1.0,4.0,7.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,9.0,1.0,1.0,3.0,5.0,,,,,,,,,,,,3.0,5.0,1.0,2.0,1.0,1.0,4.0,1.0,99.0,99.0,2.0,4.0,2.0,0.6845067909188847
58.0,1.0,15.0,1.0,4.0,8.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,6.0,99.0,,,,,,,,,,,,,,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,6.0,4.0,1.0,4.0,2.0,0.19124440199748619
34.0,1.0,10.0,1.0,6.0,99.0,99.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.0,10.0,5.0,3.0,,,,,,,,,,,,,,3.0,2.0,4.0,6.0,1.0,2.0,4.0,1.0,6.0,6.0,7.0,4.0,1.0,1.2682815606909432
24.0,2.0,11.0,2.0,5.0,6.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,10.0,11.0,12.0,,,,,,,,,,,,,,3.0,3.0,1.0,4.0,1.0,1.0,4.0,1.0,6.0,6.0,3.0,4.0,1.0,0.4267315581777851
57.0,1.0,11.0,2.0,5.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,10.0,6.0,7.0,12.0,13.0,,,,,,,,,,,,1.0,1.0,2.0,5.0,1.0,2.0,4.0,1.0,6.0,6.0,7.0,4.0,1.0,0.6366995082095863
61.0,2.0,11.0,1.0,4.0,99.0,99.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,99.0,,,5.0,,,,,,,,,,,,,,3.0,99.0,,,1.0,1.0,4.0,1.0,6.0,6.0,3.0,4.0,1.0,1.113393097181401
46.0,2.0,11.0,2.0,2.0,3.0,2.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,97.0,,,,,,,,,,,,,,3.0,99.0,,,99.0,99.0,3.0,1.0,3.0,3.0,6.0,4.0,2.0,0.759734963471778
56.0,1.0,9.0,2.0,4.0,10.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,,99.0,,,,,,,,,,,,,,99.0,3.0,2.0,1.0,99.0,2.0,3.0,1.0,6.0,6.0,8.0,4.0,2.0,0.4565149173478489
37.0,1.0,5.0,1.0,5.0,1.0,99.0,4.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,97.0,,,99.0,,,,,,,,,,,,,,99.0,99.0,,,99.0,99.0,3.0,1.0,99.0,99.0,6.0,4.0,2.0,1.9555671729499755
64.0,1.0,8.0,1.0,6.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,97.0,,,,,,,,,,,,,,99.0,99.0,,,99.0,2.0,3.0,1.0,6.0,99.0,1.0,4.0,1.0,0.09272252871958066
34.0,2.0,8.0,2.0,6.0,1.0,2.0,4.0,4.0,99.0,4.0,99.0,99.0,4.0,99.0,4.0,97.0,,,99.0,,,,,,,,,,,,,,99.0,99.0,,,99.0,1.0,3.0,1.0,6.0,6.0,7.0,4.0,1.0,1.318885696442386
60.0,2.0,1.0,2.0,5.0,99.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,6.0,2.0,5.0,12.0,,,,,,,,,,,,,3.0,2.0,6.0,4.0,99.0,1.0,3.0,1.0,98.0,6.0,6.0,4.0,1.0,0.9242578938110324
35.0,1.0,9.0,1.0,5.0,10.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,97.0,,,,,,,,,,,,,,99.0,99.0,,,99.0,2.0,3.0,1.0,5.0,5.0,5.0,4.0,1.0,1.3692857890968013
55.0,1.0,11.0,1.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,6.0,3.0,6.0,7.0,9.0,,,,,,,,,,,,3.0,99.0,,,99.0,99.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0,1.0201896520300198
43.0,2.0,8.0,2.0,6.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,4.0,99.0,4.0,99.0,99.0,,,5.0,,,,,,,,,,,,,,1.0,99.0,,,99.0,1.0,3.0,1.0,98.0,6.0,3.0,4.0,1.0,0.9049344908826733
69.0,1.0,10.0,1.0,5.0,99.0,2.0,2.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,99.0,,,,,,,,,,,,,,99.0,99.0,,,99.0,99.0,3.0,1.0,5.0,4.0,3.0,4.0,1.0,1.0201896520300198
63.0,2.0,9.0,1.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,6.0,1.0,5.0,6.0,12.0,,,,,,,,,,,,3.0,2.0,3.0,1.0,99.0,1.0,3.0,1.0,6.0,6.0,3.0,4.0,1.0,0.9757650235535023
70.0,2.0,9.0,1.0,5.0,99.0,2.0,99.0,99.0,2.0,4.0,99.0,2.0,99.0,99.0,99.0,3.0,6.0,1.0,4.0,5.0,,,,,,,,,,,,,1.0,6.0,3.0,5.0,99.0,1.0,3.0,1.0,5.0,5.0,6.0,4.0,1.0,1.0176411335552564
16.0,1.0,11.0,1.0,6.0,7.0,3.0,3.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,3.0,,,13.0,,,,,,,,,,,,,,3.0,99.0,,,99.0,99.0,3.0,1.0,99.0,99.0,5.0,4.0,1.0,1.0510008810324798
26.0,2.0,11.0,2.0,5.0,9.0,1.0,1.0,99.0,99.0,3.0,3.0,99.0,4.0,99.0,99.0,99.0,,,7.0,9.0,96.0,,,,,,,,,,,,99.0,99.0,,,99.0,99.0,3.0,1.0,98.0,5.0,3.0,4.0,1.0,0.5090510425947337
37.0,2.0,16.0,1.0,4.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,7.0,11.0,1.0,3.0,10.0,11.0,,,,,,,,,,,1.0,2.0,6.0,1.0,5.0,1.0,3.0,1.0,5.0,4.0,6.0,4.0,2.0,0.9054750077779736
26.0,1.0,14.0,1.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,9.0,11.0,4.0,3.0,11.0,,,,,,,,,,,,,2.0,5.0,1.0,6.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,4.0,2.0,3.2609197525146376
21.0,2.0,15.0,2.0,3.0,10.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,3.0,2.0,4.0,7.0,,,,,,,,,,,,1.0,5.0,6.0,3.0,4.0,1.0,3.0,1.0,98.0,99.0,8.0,4.0,2.0,0.6468720126878473
48.0,1.0,14.0,1.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,9.0,5.0,11.0,,,,,,,,,,,,,3.0,6.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,0.8441549485109695
64.0,1.0,8.0,2.0,5.0,99.0,99.0,99.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,9.0,4.0,4.0,,,,,,,,,,,,,,2.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,98.0,6.0,7.0,4.0,1.0,0.6366995082095863
44.0,2.0,4.0,2.0,6.0,10.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,10.0,2.0,1.0,3.0,5.0,7.0,12.0,,,,,,,,,,3.0,2.0,6.0,1.0,3.0,1.0,3.0,1.0,6.0,6.0,7.0,4.0,2.0,1.267064138913308
39.0,1.0,11.0,1.0,6.0,10.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,7.0,10.0,4.0,3.0,4.0,,,,,,,,,,,,,2.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,98.0,6.0,1.0,4.0,1.0,0.0796781582936176
55.0,2.0,7.0,2.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,3.0,6.0,10.0,,,,,,,,,,,,,,2.0,1.0,5.0,4.0,3.0,1.0,3.0,1.0,98.0,5.0,3.0,4.0,1.0,0.9402989682020283
31.0,2.0,14.0,1.0,3.0,4.0,3.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,5.0,11.0,9.0,10.0,11.0,,,,,,,,,,,,,1.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,5.0,4.0,5.0,4.0,2.0,1.0718007019036893
24.0,1.0,10.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,9.0,4.0,11.0,,,,,,,,,,,,,,1.0,4.0,1.0,2.0,2.0,2.0,3.0,1.0,5.0,4.0,2.0,4.0,1.0,1.9214883089430848
61.0,1.0,14.0,1.0,3.0,5.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,1.0,2.0,2.0,5.0,10.0,,,,,,,,,,,,3.0,2.0,3.0,5.0,1.0,1.0,3.0,1.0,4.0,3.0,7.0,4.0,2.0,1.2698632892630792
